batch,acc,data,epoch
1415,0.76666667,3216,1
1416,0.76666667,3224,1
1418,0.76666667,3232,1
1419,0.76666667,3240,1
1420,0.76666667,3248,1
1421,0.76666667,3256,1
1422,0.76666667,3264,1
1423,0.76666667,3272,1
1424,0.76666667,3280,1
1425,0.76666667,3288,1
1426,0.76666667,3296,1
1427,0.76666667,3304,1
1428,0.76666667,3312,1
1429,0.76666667,3320,1
1430,0.76666667,3328,1
1431,0.76666667,3336,1
1432,0.76666667,3344,1
1433,0.76666667,3352,1
1434,0.76666667,3360,1
1435,0.76666667,3368,1
1436,0.76666667,3376,1
1437,0.76666667,3384,1
1438,0.76666667,3392,1
1439,0.76666667,3400,1
1440,0.76666667,3408,1
1441,0.76666667,3416,1
1442,0.76666667,3424,1
1443,0.76666667,3432,1
1444,0.76666667,3440,1
1445,0.76666667,3448,1
1446,0.76666667,3456,1
1447,0.76666667,3464,1
1448,0.76666667,3472,1
1449,0.76666667,3480,1
1450,0.76666667,3488,1
1451,0.76666667,3496,1
1452,0.76666667,3504,1
1453,0.76666667,3512,1
1454,0.76666667,3520,1
1455,0.76666667,3528,1
1456,0.76666667,3536,1
1457,0.76666667,3544,1
1458,0.76666667,3552,1
1459,0.76666667,3560,1
1461,0.76666667,3568,1
1462,0.76666667,3576,1
1463,0.76666667,3584,1
1464,0.76666667,3592,1
1465,0.76666667,3600,1
1466,0.76666667,3608,1
1467,0.76666667,3616,1
1468,0.76666667,3624,1
1469,0.76666667,3632,1
1470,0.76666667,3640,1
1471,0.76666667,3648,1
1472,0.76666667,3656,1
1473,0.76666667,3664,1
1474,0.76666667,3672,1
1475,0.76666667,3680,1
1476,0.76666667,3688,1
1477,0.76666667,3696,1
1478,0.76666667,3704,1
1479,0.76666667,3712,1
1480,0.76666667,3720,1
1481,0.76666667,3728,1
1482,0.76666667,3736,1
1484,0.76666667,3744,1
1485,0.76666667,3752,1
1486,0.76666667,3760,1
1487,0.76666667,3768,1
1488,0.76666667,3776,1
1489,0.76666667,3784,1
1490,0.76666667,3792,1
1491,0.76666667,3800,1
1492,0.76666667,3808,1
1493,0.76666667,3816,1
1494,0.76666667,3824,1
1495,0.76666667,3832,1
1496,0.76666667,3840,1
1497,0.76666667,3848,1
1498,0.76666667,3856,1
1499,0.76666667,3864,1
1500,0.76666667,3872,1
1501,0.76666667,3880,1
1502,0.76666667,3888,1
1503,0.76666667,3896,1
1505,0.76666667,3904,1
1506,0.76666667,3912,1
1507,0.76666667,3920,1
1508,0.76666667,3928,1
1510,0.76666667,3936,1
1511,0.76666667,3944,1
1512,0.76666667,3952,1
1513,0.76666667,3960,1
1514,0.76666667,3968,1
1515,0.76666667,3976,1
1516,0.76666667,3984,1
1517,0.76666667,3992,1
1518,0.76666667,4000,1
1519,0.76666667,4008,1
1520,0.76666667,4016,1
1521,0.76666667,4024,1
1522,0.76666667,4032,1
1523,0.76666667,4040,1
1524,0.76666667,4048,1
1525,0.76666667,4056,1
1526,0.76666667,4064,1
1527,0.76666667,4072,1
1528,0.76666667,4080,1
1529,0.76666667,4088,1
1530,0.76666667,4096,1
1531,0.76666667,4104,1
1532,0.76666667,4112,1
1533,0.76666667,4120,1
1534,0.76666667,4128,1
1535,0.76666667,4136,1
1536,0.76666667,4144,1
1537,0.76666667,4152,1
1538,0.76666667,4160,1
1539,0.76666667,4168,1
1540,0.76666667,4176,1
1541,0.76666667,4184,1
1542,0.76666667,4192,1
1543,0.76666667,4200,1
1544,0.76666667,4208,1
1545,0.76666667,4216,1
1546,0.76666667,4224,1
1547,0.76666667,4232,1
1548,0.76666667,4240,1
1549,0.76666667,4248,1
1550,0.76666667,4256,1
1551,0.76666667,4264,1
1552,0.76666667,4272,1
1553,0.76666667,4280,1
1554,0.76666667,4288,1
1555,0.76666667,4296,1
1556,0.76666667,4304,1
1557,0.76666667,4312,1
1558,0.76666667,4320,1
1559,0.76666667,4328,1
1560,0.76666667,4336,1
1561,0.76666667,4344,1
1562,0.76666667,4352,1
1563,0.76666667,4360,1
1564,0.76666667,4368,1
1565,0.76666667,4376,1
1566,0.76666667,4384,1
1567,0.76666667,4392,1
1568,0.76666667,4400,1
1569,0.76666667,4408,1
1570,0.76666667,4416,1
1572,0.76666667,4424,1
1573,0.76666667,4432,1
1574,0.76666667,4440,1
1575,0.76666667,4448,1
1576,0.76666667,4456,1
1577,0.76666667,4464,1
1578,0.76666667,4472,1
1579,0.76666667,4480,1
1580,0.76666667,4488,1
1581,0.76666667,4496,1
1582,0.76666667,4504,1
1583,0.76666667,4512,1
1584,0.76666667,4520,1
1585,0.76666667,4528,1
1586,0.76666667,4536,1
1587,0.76666667,4544,1
1588,0.76666667,4552,1
1589,0.76666667,4560,1
1590,0.76666667,4568,1
1591,0.76666667,4576,1
1592,0.76666667,4584,1
1593,0.76666667,4592,1
1594,0.76666667,4600,1
1595,0.76666667,4608,1
1596,0.76666667,4616,1
1597,0.76666667,4624,1
1598,0.76666667,4632,1
1599,0.76666667,4640,1
1600,0.76666667,4648,1
1601,0.76666667,4656,1
1602,0.76666667,4664,1
1603,0.76666667,4672,1
1604,0.76666667,4680,1
1605,0.76666667,4688,1
1606,0.76666667,4696,1
1607,0.76666667,4704,1
1608,0.76666667,4712,1
1609,0.76666667,4720,1
1610,0.76666667,4728,1
1611,0.76666667,4736,1
1612,0.76666667,4744,1
1613,0.76666667,4752,1
1614,0.76666667,4760,1
1615,0.76666667,4768,1
1616,0.76666667,4776,1
1617,0.76666667,4784,1
1618,0.76666667,4792,1
1619,0.76666667,4800,1
1620,0.76666667,4808,1
1621,0.76666667,4816,1
1622,0.76666667,4824,1
1623,0.76666667,4832,1
1624,0.76666667,4840,1
1625,0.76666667,4848,1
1626,0.76666667,4856,1
1627,0.76666667,4864,1
1628,0.76666667,4872,1
1629,0.76666667,4880,1
1630,0.76666667,4888,1
1631,0.76666667,4896,1
1632,0.76666667,4904,1
1633,0.76666667,4912,1
1634,0.76666667,4920,1
1635,0.76666667,4928,1
1636,0.76666667,4936,1
1637,0.76666667,4944,1
1638,0.76666667,4952,1
1639,0.76666667,4960,1
1640,0.76666667,4968,1
1641,0.76666667,4976,1
1642,0.76666667,4984,1
1643,0.76666667,4992,1
1644,0.76666667,5000,1
1645,0.76666667,5008,1
1646,0.76666667,5016,1
1647,0.76666667,5024,1
1648,0.76666667,5032,1
1649,0.76666667,5040,1
1650,0.76666667,5048,1
1651,0.76666667,5056,1
1652,0.76666667,5064,1
1653,0.76666667,5072,1
1654,0.76666667,5080,1
1655,0.76666667,5088,1
1656,0.76666667,5096,1
1659,0.76666667,5104,1
1660,0.76666667,5112,1
1662,0.76666667,5120,1
1663,0.76666667,5128,1
1664,0.76666667,5136,1
1665,0.76666667,5144,1
1666,0.76666667,5152,1
1669,0.76666667,5160,1
1670,0.76666667,5168,1
1671,0.76666667,5176,1
1673,0.76666667,5184,1
1675,0.76666667,5192,1
1676,0.76666667,5200,1
1677,0.76666667,5208,1
1678,0.76666667,5216,1
1679,0.76666667,5224,1
1680,0.76666667,5232,1
1681,0.76666667,5240,1
1682,0.76666667,5248,1
1683,0.76666667,5256,1
1684,0.76666667,5264,1
1685,0.76666667,5272,1
1686,0.76666667,5280,1
1687,0.76666667,5288,1
1688,0.76666667,5296,1
1689,0.76666667,5304,1
1690,0.76666667,5312,1
1691,0.76666667,5320,1
1692,0.76666667,5328,1
1693,0.76666667,5336,1
1694,0.76666667,5344,1
1695,0.76666667,5352,1
1696,0.76666667,5360,1
1697,0.76666667,5368,1
1699,0.76666667,5376,1
1700,0.76666667,5384,1
1702,0.76666667,5392,1
1704,0.76666667,5400,1
1705,0.76666667,5408,1
1706,0.76666667,5416,1
1707,0.76666667,5424,1
1709,0.76666667,5432,1
1710,0.76666667,5440,1
1711,0.76666667,5448,1
1712,0.76666667,5456,1
1713,0.76666667,5464,1
1715,0.76666667,5472,1
1716,0.76666667,5480,1
1717,0.76666667,5488,1
1718,0.76666667,5496,1
1719,0.76666667,5504,1
1720,0.76666667,5512,1
1721,0.76666667,5520,1
1722,0.76666667,5528,1
1723,0.76666667,5536,1
1724,0.76666667,5544,1
1725,0.76666667,5552,1
1726,0.76666667,5560,1
1727,0.76666667,5568,1
1728,0.76666667,5576,1
1729,0.76666667,5584,1
1730,0.76666667,5592,1
1731,0.76666667,5600,1
1732,0.76666667,5608,1
1733,0.76666667,5616,1
1734,0.76666667,5624,1
1735,0.76666667,5632,1
1736,0.76666667,5640,1
1737,0.76666667,5648,1
1738,0.76666667,5656,1
1739,0.76666667,5664,1
1741,0.76666667,5672,1
1742,0.76666667,5680,1
1743,0.76666667,5688,1
1744,0.76666667,5696,1
1745,0.76666667,5704,1
1746,0.76666667,5712,1
1747,0.76666667,5720,1
1748,0.76666667,5728,1
1749,0.76666667,5736,1
1751,0.76666667,5744,1
1753,0.76666667,5752,1
1754,0.76666667,5760,1
1755,0.76666667,5768,1
1756,0.76666667,5776,1
1757,0.76666667,5784,1
1758,0.76666667,5792,1
1759,0.76666667,5800,1
1760,0.76666667,5808,1
1761,0.76666667,5816,1
1763,0.76666667,5824,1
1764,0.76666667,5832,1
1765,0.76666667,5840,1
1766,0.76666667,5848,1
1767,0.76666667,5856,1
1768,0.76666667,5864,1
1770,0.76666667,5872,1
1772,0.76666667,5880,1
1773,0.76666667,5888,1
1774,0.76666667,5896,1
1776,0.76666667,5904,1
1777,0.76666667,5912,1
1778,0.76666667,5920,1
1779,0.76666667,5928,1
1780,0.76666667,5936,1
1781,0.76666667,5944,1
1782,0.76666667,5952,1
1783,0.76666667,5960,1
1784,0.76666667,5968,1
1785,0.76666667,5976,1
1786,0.76666667,5984,1
1787,0.76666667,5992,1
1788,0.76666667,6000,1
1789,0.76666667,6008,1
1790,0.76666667,6016,1
1791,0.76666667,6024,1
1792,0.76666667,6032,1
1793,0.76666667,6040,1
1795,0.76666667,6048,1
1796,0.76666667,6056,1
1797,0.76666667,6064,1
1798,0.76666667,6072,1
1799,0.76666667,6080,1
1800,0.76666667,6088,1
1801,0.76666667,6096,1
1802,0.76666667,6104,1
1803,0.76666667,6112,1
1804,0.76666667,6120,1
1806,0.76666667,6128,1
1808,0.76666667,6136,1
1809,0.76666667,6144,1
1810,0.76666667,6152,1
1811,0.76666667,6160,1
1812,0.76666667,6168,1
1813,0.76666667,6176,1
1814,0.76666667,6184,1
1815,0.76666667,6192,1
1816,0.76666667,6200,1
1817,0.76666667,6208,1
1818,0.76666667,6216,1
1819,0.76666667,6224,1
1820,0.76666667,6232,1
1821,0.76666667,6240,1
1822,0.76666667,6248,1
1823,0.76666667,6256,1
1824,0.76666667,6264,1
1825,0.76666667,6272,1
1826,0.76666667,6280,1
1827,0.76666667,6288,1
1828,0.76666667,6296,1
1829,0.76666667,6304,1
1830,0.76666667,6312,1
1831,0.76666667,6320,1
1832,0.76666667,6328,1
1833,0.76666667,6336,1
1834,0.76666667,6344,1
1836,0.76666667,6352,1
1837,0.76666667,6360,1
1838,0.76666667,6368,1
1839,0.76666667,6376,1
1840,0.76666667,6384,1
1842,0.76666667,6392,1
1845,0.76666667,6400,1
1846,0.76666667,6408,1
1847,0.76666667,6416,1
1850,0.76666667,6424,1
1852,0.76666667,6432,1
1854,0.76666667,6440,1
1856,0.76666667,6448,1
1857,0.76666667,6456,1
1859,0.76666667,6464,1
1862,0.76666667,6472,1
1863,0.76666667,6480,1
1864,0.76666667,6488,1
1868,0.76666667,6496,1
1869,0.76666667,6504,1
1871,0.76666667,6512,1
1872,0.76666667,6520,1
1873,0.76666667,6528,1
1874,0.76666667,6536,1
1875,0.76666667,6544,1
1876,0.76666667,6552,1
1877,0.76666667,6560,1
1878,0.76666667,6568,1
1879,0.76666667,6576,1
1880,0.76666667,6584,1
1881,0.76666667,6592,1
1882,0.76666667,6600,1
1883,0.76666667,6608,1
1884,0.76666667,6616,1
1885,0.76666667,6624,1
1886,0.76666667,6632,1
1887,0.76666667,6640,1
1888,0.76666667,6648,1
1889,0.76666667,6656,1
1890,0.76666667,6664,1
1891,0.76666667,6672,1
1892,0.76666667,6680,1
1894,0.76666667,6688,1
1895,0.76666667,6696,1
1896,0.76666667,6704,1
1897,0.76666667,6712,1
1898,0.76666667,6720,1
1899,0.76666667,6728,1
1900,0.76666667,6736,1
1901,0.76666667,6744,1
1902,0.76666667,6752,1
1903,0.76666667,6760,1
1904,0.76666667,6768,1
1905,0.76666667,6776,1
1906,0.76666667,6784,1
1907,0.76666667,6792,1
1908,0.76666667,6800,1
1909,0.76666667,6808,1
1910,0.76666667,6816,1
1911,0.76666667,6824,1
1912,0.76666667,6832,1
1913,0.76666667,6840,1
1914,0.76666667,6848,1
1915,0.76666667,6856,1
1916,0.76666667,6864,1
1917,0.76666667,6872,1
1918,0.76666667,6880,1
1919,0.76666667,6888,1
1920,0.76666667,6896,1
1921,0.76666667,6904,1
1922,0.76666667,6912,1
1923,0.76666667,6920,1
1924,0.76666667,6928,1
1925,0.76666667,6936,1
1926,0.76666667,6944,1
1927,0.76666667,6952,1
1928,0.76666667,6960,1
1929,0.76666667,6968,1
1930,0.76666667,6976,1
1932,0.76666667,6984,1
1934,0.76666667,6992,1
1935,0.76666667,7000,1
1936,0.76666667,7008,1
1937,0.76666667,7016,1
1938,0.76666667,7024,1
1939,0.76666667,7032,1
1940,0.76666667,7040,1
1941,0.76666667,7048,1
1942,0.76666667,7056,1
1943,0.76666667,7064,1
1944,0.76666667,7072,1
1945,0.76666667,7080,1
1946,0.76666667,7088,1
1947,0.76666667,7096,1
1948,0.76666667,7104,1
1949,0.76666667,7112,1
1950,0.76666667,7120,1
1951,0.76666667,7128,1
1952,0.76666667,7136,1
1953,0.76666667,7144,1
1954,0.76666667,7152,1
1955,0.76666667,7160,1
1956,0.76666667,7168,1
1957,0.76666667,7176,1
1958,0.76666667,7184,1
1959,0.76666667,7192,1
1960,0.76666667,7200,1
1961,0.76666667,7208,1
1962,0.76666667,7216,1
1963,0.76666667,7224,1
1964,0.76666667,7232,1
1965,0.76666667,7240,1
1966,0.76666667,7248,1
1967,0.76666667,7256,1
1968,0.76666667,7264,1
1969,0.76666667,7272,1
1970,0.76666667,7280,1
1971,0.76666667,7288,1
1972,0.76666667,7296,1
1973,0.76666667,7304,1
1974,0.76666667,7312,1
1975,0.76666667,7320,1
1976,0.76666667,7328,1
1977,0.76666667,7336,1
1978,0.76666667,7344,1
1979,0.76666667,7352,1
1980,0.76666667,7360,1
1981,0.76666667,7368,1
1982,0.76666667,7376,1
1983,0.76666667,7384,1
1984,0.76666667,7392,1
1985,0.76666667,7400,1
1986,0.76666667,7408,1
1987,0.76666667,7416,1
1988,0.76666667,7424,1
1989,0.76666667,7432,1
1990,0.76666667,7440,1
1991,0.76666667,7448,1
1992,0.76666667,7456,1
1993,0.76666667,7464,1
1994,0.76666667,7472,1
1995,0.76666667,7480,1
1996,0.76666667,7488,1
1997,0.76666667,7496,1
1998,0.76666667,7504,1
1999,0.76666667,7512,1
2000,0.76666667,7520,1
2001,0.76666667,7528,1
2002,0.76666667,7536,1
2003,0.76666667,7544,1
2004,0.76666667,7552,1
2005,0.76666667,7560,1
2006,0.76666667,7568,1
2007,0.76666667,7576,1
2008,0.76666667,7584,1
2009,0.76666667,7592,1
2010,0.76666667,7600,1
2011,0.76666667,7608,1
2012,0.76666667,7616,1
2013,0.76666667,7624,1
2014,0.76666667,7632,1
2015,0.76666667,7640,1
2016,0.76666667,7648,1
2017,0.76666667,7656,1
2018,0.76666667,7664,1
2019,0.76666667,7672,1
2020,0.76666667,7680,1
2021,0.76666667,7688,1
2022,0.76666667,7696,1
2023,0.76666667,7704,1
2024,0.76666667,7712,1
2025,0.76666667,7720,1
2026,0.76666667,7728,1
2027,0.76666667,7736,1
2028,0.76666667,7744,1
2029,0.76666667,7752,1
2030,0.76666667,7760,1
2031,0.76666667,7768,1
2032,0.76666667,7776,1
2033,0.76666667,7784,1
2034,0.76666667,7792,1
2035,0.76666667,7800,1
2037,0.76666667,7808,1
2038,0.76666667,7816,1
2039,0.76666667,7824,1
2040,0.76666667,7832,1
2041,0.76666667,7840,1
2042,0.76666667,7848,1
2043,0.76666667,7856,1
2044,0.76666667,7864,1
2045,0.76666667,7872,1
2046,0.76666667,7880,1
2047,0.76666667,7888,1
2048,0.76666667,7896,1
2049,0.76666667,7904,1
2050,0.76666667,7912,1
2051,0.76666667,7920,1
2052,0.76666667,7928,1
2053,0.76666667,7936,1
2054,0.76666667,7944,1
2055,0.76666667,7952,1
2056,0.76666667,7960,1
2057,0.76666667,7968,1
2058,0.76666667,7976,1
2059,0.76666667,7984,1
2060,0.76666667,7992,1
2061,0.76666667,8000,1
2062,0.76666667,8008,1
2063,0.76666667,8016,1
2064,0.76666667,8024,1
2065,0.76666667,8032,1
2066,0.76666667,8040,1
2067,0.76666667,8048,1
2068,0.76666667,8056,1
2069,0.76666667,8064,1
2070,0.76666667,8072,1
2071,0.76666667,8080,1
2072,0.76666667,8088,1
2073,0.76666667,8096,1
2074,0.76666667,8104,1
