batch,acc,data
632,0.73333333,4640
633,0.73333333,4656
634,0.73333333,4672
635,0.73333333,4688
636,0.73333333,4704
637,0.73333333,4720
638,0.73333333,4736
639,0.73333333,4752
640,0.73333333,4768
641,0.73333333,4784
642,0.73333333,4800
643,0.73333333,4816
644,0.73333333,4832
645,0.73333333,4848
646,0.73333333,4864
647,0.73333333,4880
648,0.73333333,4896
649,0.73333333,4912
650,0.73333333,4928
651,0.73333333,4944
652,0.73333333,4960
653,0.73333333,4976
654,0.73333333,4992
655,0.73333333,5008
656,0.73333333,5024
657,0.73333333,5040
658,0.73333333,5056
659,0.73333333,5072
660,0.73333333,5088
661,0.73333333,5104
662,0.73333333,5120
663,0.73333333,5136
664,0.73333333,5152
665,0.73333333,5168
666,0.73333333,5184
667,0.73333333,5200
668,0.73333333,5216
669,0.73333333,5232
670,0.73333333,5248
671,0.73333333,5264
672,0.73333333,5280
673,0.73333333,5296
674,0.73333333,5312
675,0.73333333,5328
676,0.73333333,5344
677,0.73333333,5360
678,0.73333333,5376
679,0.73333333,5392
680,0.73333333,5408
681,0.73333333,5424
682,0.73333333,5440
683,0.73333333,5456
