batch,acc,data
1032,0.76666667,976
1033,0.76666667,984
1034,0.76666667,992
1035,0.76666667,1000
1036,0.76666667,1008
1037,0.76666667,1016
1038,0.76666667,1024
1039,0.76666667,1032
1040,0.76666667,1040
1041,0.76666667,1048
1042,0.76666667,1056
1043,0.76666667,1064
1044,0.76666667,1072
1045,0.76666667,1080
1046,0.76666667,1088
1047,0.76666667,1096
1048,0.76666667,1104
1049,0.76666667,1112
1050,0.76666667,1120
1051,0.76666667,1128
1052,0.76666667,1136
1053,0.76666667,1144
1054,0.76666667,1152
1055,0.76666667,1160
1056,0.76666667,1168
1057,0.76666667,1176
1058,0.76666667,1184
1059,0.76666667,1192
1060,0.76666667,1200
1061,0.76666667,1208
1062,0.76666667,1216
1063,0.76666667,1224
1064,0.76666667,1232
1065,0.76666667,1240
1066,0.76666667,1248
1067,0.76666667,1256
1068,0.76666667,1264
1069,0.76666667,1272
1070,0.76666667,1280
1071,0.76666667,1288
1072,0.76666667,1296
1073,0.76666667,1304
1074,0.76666667,1312
1075,0.76666667,1320
1076,0.76666667,1328
1077,0.76666667,1336
1078,0.76666667,1344
1079,0.76666667,1352
1080,0.76666667,1360
1081,0.76666667,1368
1082,0.76666667,1376
1083,0.76666667,1384
1084,0.76666667,1392
1085,0.76666667,1400
1086,0.76666667,1408
1087,0.76666667,1416
1088,0.76666667,1424
1089,0.76666667,1432
1090,0.76666667,1440
1091,0.76666667,1448
1092,0.76666667,1456
1093,0.76666667,1464
1094,0.76666667,1472
1095,0.76666667,1480
1096,0.76666667,1488
1097,0.76666667,1496
1098,0.76666667,1504
1099,0.76666667,1512
1100,0.76666667,1520
1101,0.76666667,1528
1102,0.76666667,1536
1103,0.76666667,1544
1104,0.76666667,1552
1105,0.76666667,1560
1106,0.76666667,1568
1107,0.76666667,1576
1108,0.76666667,1584
1109,0.76666667,1592
1110,0.76666667,1600
1111,0.76666667,1608
1112,0.76666667,1616
1113,0.76666667,1624
1114,0.76666667,1632
1115,0.76666667,1640
1116,0.76666667,1648
1117,0.76666667,1656
1118,0.76666667,1664
1119,0.76666667,1672
1120,0.76666667,1680
1121,0.76666667,1688
1122,0.76666667,1696
1123,0.76666667,1704
1124,0.76666667,1712
1125,0.76666667,1720
1126,0.76666667,1728
1127,0.76666667,1736
1128,0.76666667,1744
1129,0.76666667,1752
1130,0.76666667,1760
1131,0.76666667,1768
1132,0.76666667,1776
1133,0.76666667,1784
1134,0.76666667,1792
1135,0.76666667,1800
1136,0.76666667,1808
1137,0.76666667,1816
1138,0.76666667,1824
1139,0.76666667,1832
1140,0.76666667,1840
1141,0.76666667,1848
1142,0.76666667,1856
1143,0.76666667,1864
1144,0.76666667,1872
1145,0.76666667,1880
1146,0.76666667,1888
1147,0.76666667,1896
1148,0.76666667,1904
1149,0.76666667,1912
1150,0.76666667,1920
1151,0.76666667,1928
1152,0.76666667,1936
1153,0.76666667,1944
1154,0.76666667,1952
1155,0.76666667,1960
1156,0.76666667,1968
1157,0.76666667,1976
1158,0.76666667,1984
1159,0.76666667,1992
1160,0.76666667,2000
1161,0.76666667,2008
1162,0.76666667,2016
1163,0.76666667,2024
1164,0.76666667,2032
1165,0.76666667,2040
1166,0.76666667,2048
1167,0.76666667,2056
1168,0.76666667,2064
1169,0.76666667,2072
1170,0.76666667,2080
1171,0.76666667,2088
1172,0.76666667,2096
1173,0.76666667,2104
1174,0.76666667,2112
1175,0.76666667,2120
1176,0.76666667,2128
1177,0.76666667,2136
1178,0.76666667,2144
1179,0.76666667,2152
1180,0.76666667,2160
1181,0.76666667,2168
1182,0.76666667,2176
1183,0.76666667,2184
1184,0.76666667,2192
1185,0.76666667,2200
1186,0.76666667,2208
1187,0.76666667,2216
1188,0.76666667,2224
1189,0.76666667,2232
1190,0.76666667,2240
1191,0.76666667,2248
1192,0.76666667,2256
1193,0.76666667,2264
1194,0.76666667,2272
1195,0.76666667,2280
1196,0.76666667,2288
1197,0.76666667,2296
1198,0.76666667,2304
1199,0.76666667,2312
1200,0.76666667,2320
1201,0.76666667,2328
1202,0.76666667,2336
1203,0.76666667,2344
1204,0.76666667,2352
1205,0.76666667,2360
1206,0.76666667,2368
1207,0.76666667,2376
1208,0.76666667,2384
1209,0.76666667,2392
1210,0.76666667,2400
1211,0.76666667,2408
1212,0.76666667,2416
1213,0.76666667,2424
1214,0.76666667,2432
1215,0.76666667,2440
1216,0.76666667,2448
1217,0.76666667,2456
1218,0.76666667,2464
1219,0.76666667,2472
1220,0.76666667,2480
1221,0.76666667,2488
1222,0.76666667,2496
1223,0.76666667,2504
1224,0.76666667,2512
1225,0.76666667,2520
1226,0.76666667,2528
1227,0.76666667,2536
1228,0.76666667,2544
1229,0.76666667,2552
1230,0.76666667,2560
1231,0.76666667,2568
1232,0.76666667,2576
1233,0.76666667,2584
1234,0.76666667,2592
1235,0.76666667,2600
1236,0.76666667,2608
1237,0.76666667,2616
1238,0.76666667,2624
1239,0.76666667,2632
1240,0.76666667,2640
1241,0.76666667,2648
1242,0.76666667,2656
1243,0.76666667,2664
1244,0.76666667,2672
1245,0.76666667,2680
1246,0.76666667,2688
1247,0.76666667,2696
1248,0.76666667,2704
1249,0.76666667,2712
1250,0.76666667,2720
1251,0.76666667,2728
1252,0.76666667,2736
1253,0.76666667,2744
1254,0.76666667,2752
1255,0.76666667,2760
1256,0.76666667,2768
1257,0.76666667,2776
1258,0.76666667,2784
1259,0.76666667,2792
1260,0.76666667,2800
1261,0.76666667,2808
1262,0.76666667,2816
1263,0.76666667,2824
1264,0.76666667,2832
1265,0.76666667,2840
1266,0.76666667,2848
1267,0.76666667,2856
1268,0.76666667,2864
1269,0.76666667,2872
1270,0.76666667,2880
1271,0.76666667,2888
1272,0.76666667,2896
1273,0.76666667,2904
1274,0.76666667,2912
1275,0.76666667,2920
1276,0.76666667,2928
1277,0.76666667,2936
1278,0.76666667,2944
1279,0.76666667,2952
1280,0.76666667,2960
1281,0.76666667,2968
1282,0.76666667,2976
1283,0.76666667,2984
1284,0.76666667,2992
1285,0.76666667,3000
1286,0.76666667,3008
1287,0.76666667,3016
1288,0.76666667,3024
1289,0.76666667,3032
1290,0.76666667,3040
1291,0.76666667,3048
1292,0.76666667,3056
1293,0.76666667,3064
1294,0.76666667,3072
1295,0.76666667,3080
1296,0.76666667,3088
1297,0.76666667,3096
1298,0.76666667,3104
1299,0.76666667,3112
1300,0.76666667,3120
1301,0.76666667,3128
1302,0.76666667,3136
1303,0.76666667,3144
1304,0.76666667,3152
1305,0.76666667,3160
1306,0.76666667,3168
1307,0.76666667,3176
1308,0.76666667,3184
1309,0.76666667,3192
1310,0.76666667,3200
1311,0.76666667,3208
1312,0.76666667,3216
1313,0.76666667,3224
1314,0.76666667,3232
1315,0.76666667,3240
1316,0.76666667,3248
1317,0.76666667,3256
1318,0.76666667,3264
1319,0.76666667,3272
1320,0.76666667,3280
1321,0.76666667,3288
1322,0.76666667,3296
1323,0.76666667,3304
1324,0.76666667,3312
1325,0.76666667,3320
1326,0.76666667,3328
1327,0.76666667,3336
1328,0.76666667,3344
1329,0.76666667,3352
1330,0.76666667,3360
1331,0.76666667,3368
1332,0.76666667,3376
1333,0.76666667,3384
1334,0.76666667,3392
1335,0.76666667,3400
1336,0.76666667,3408
1337,0.76666667,3416
1341,0.76666667,3424
1342,0.76666667,3432
1343,0.76666667,3440
