batch,acc,data
0,0.66666667,0
1,0.73333333,8
683,0.73333333,16
691,0.73333333,24
692,0.73333333,32
693,0.73333333,40
694,0.73333333,48
695,0.73333333,56
696,0.76666667,64
697,0.76666667,72
704,0.76666667,80
710,0.76666667,88
711,0.76666667,96
882,0.76666667,104
883,0.76666667,112
885,0.76666667,120
886,0.76666667,128
887,0.76666667,136
888,0.76666667,144
891,0.76666667,152
892,0.76666667,160
894,0.76666667,168
895,0.76666667,176
896,0.76666667,184
897,0.76666667,192
898,0.76666667,200
900,0.76666667,208
901,0.76666667,216
902,0.76666667,224
903,0.76666667,232
904,0.76666667,240
905,0.76666667,248
909,0.76666667,256
910,0.76666667,264
911,0.76666667,272
912,0.76666667,280
913,0.76666667,288
914,0.76666667,296
915,0.76666667,304
916,0.76666667,312
917,0.76666667,320
918,0.76666667,328
919,0.76666667,336
920,0.76666667,344
922,0.76666667,352
923,0.76666667,360
924,0.76666667,368
925,0.76666667,376
926,0.76666667,384
927,0.76666667,392
928,0.76666667,400
929,0.76666667,408
930,0.76666667,416
931,0.76666667,424
932,0.76666667,432
933,0.76666667,440
934,0.76666667,448
935,0.76666667,456
936,0.76666667,464
937,0.76666667,472
938,0.76666667,480
939,0.76666667,488
940,0.76666667,496
941,0.76666667,504
942,0.76666667,512
943,0.76666667,520
944,0.76666667,528
945,0.76666667,536
975,0.76666667,544
976,0.76666667,552
977,0.76666667,560
978,0.76666667,568
979,0.76666667,576
981,0.76666667,584
982,0.76666667,592
983,0.76666667,600
984,0.76666667,608
985,0.76666667,616
986,0.76666667,624
987,0.76666667,632
988,0.76666667,640
989,0.76666667,648
991,0.76666667,656
992,0.76666667,664
993,0.76666667,672
994,0.76666667,680
995,0.76666667,688
996,0.76666667,696
997,0.76666667,704
998,0.76666667,712
999,0.76666667,720
1000,0.76666667,728
1001,0.76666667,736
1002,0.76666667,744
1003,0.76666667,752
1004,0.76666667,760
1005,0.76666667,768
1006,0.76666667,776
1007,0.76666667,784
1008,0.76666667,792
1009,0.76666667,800
1010,0.76666667,808
1011,0.76666667,816
1012,0.76666667,824
1013,0.76666667,832
1014,0.76666667,840
1015,0.76666667,848
1016,0.76666667,856
1017,0.76666667,864
1018,0.76666667,872
1020,0.76666667,880
1021,0.76666667,888
1022,0.76666667,896
1023,0.76666667,904
1024,0.76666667,912
1025,0.76666667,920
1026,0.76666667,928
1027,0.76666667,936
1028,0.76666667,944
1029,0.76666667,952
1030,0.76666667,960
1031,0.76666667,968
